date,category,complaints
2013-04-17,Homeless/Shelter,17
2013-04-17,Plumbing,246
2013-04-17,Water/Leak,177
2013-04-18,Boilers,2
2013-04-18,Heating/Hot Water,275
2013-04-18,Homeless/Shelter,4
2013-04-18,Plumbing,244
2013-04-18,Water/Leak,151
2013-04-19,Boilers,4
2013-04-19,Heating/Hot Water,181
2013-04-19,Homeless/Shelter,3
2013-04-19,Plumbing,261
2013-04-19,Water/Leak,139
2013-04-20,Boilers,1
2013-04-20,Heating/Hot Water,337
2013-04-20,Homeless/Shelter,9
2013-04-20,Plumbing,102
2013-04-20,Water/Leak,75
2013-04-21,Boilers,2
2013-04-21,Heating/Hot Water,673
2013-04-21,Homeless/Shelter,7
2013-04-21,Plumbing,120
2013-04-21,Water/Leak,59
2013-04-22,Boilers,5
2013-04-22,Heating/Hot Water,744
2013-04-22,Homeless/Shelter,6
2013-04-22,Plumbing,290
2013-04-22,Water/Leak,87
2013-04-23,Boilers,7
2013-04-23,Heating/Hot Water,947
2013-04-23,Homeless/Shelter,10
2013-04-23,Plumbing,270
2013-04-23,Water/Leak,104
2013-04-24,Boilers,7
2013-04-24,Heating/Hot Water,316
2013-04-24,Homeless/Shelter,3
2013-04-24,Plumbing,246
2013-04-24,Water/Leak,147
2013-04-25,Boilers,2
2013-04-25,Heating/Hot Water,286
2013-04-25,Homeless/Shelter,9
2013-04-25,Plumbing,221
2013-04-25,Water/Leak,252
2013-04-26,Boilers,5
2013-04-26,Heating/Hot Water,172
2013-04-26,Homeless/Shelter,5
2013-04-26,Plumbing,213
2013-04-26,Water/Leak,193
2013-04-27,Boilers,1
2013-04-27,Heating/Hot Water,214
2013-04-27,Homeless/Shelter,2
2013-04-27,Plumbing,108
2013-04-27,Water/Leak,83
2013-04-28,Boilers,2
2013-04-28,Heating/Hot Water,161
2013-04-28,Homeless/Shelter,1
2013-04-28,Plumbing,103
2013-04-28,Water/Leak,53
2013-04-29,Boilers,7
2013-04-29,Heating/Hot Water,287
2013-04-29,Homeless/Shelter,8
2013-04-29,Plumbing,293
2013-04-29,Water/Leak,94
2013-04-30,Boilers,5
2013-04-30,Heating/Hot Water,227
2013-04-30,Homeless/Shelter,5
2013-04-30,Plumbing,271
2013-04-30,Water/Leak,150
2013-05-01,Boilers,3
2013-05-01,Heating/Hot Water,205
2013-05-01,Homeless/Shelter,7
2013-05-01,Plumbing,218
2013-05-01,Water/Leak,157
2013-05-02,Boilers,2
2013-05-02,Heating/Hot Water,180
2013-05-02,Homeless/Shelter,4
2013-05-02,Plumbing,217
2013-05-02,Water/Leak,110
2013-05-03,Heating/Hot Water,153
2013-05-03,Homeless/Shelter,7
2013-05-03,Plumbing,242
2013-05-03,Water/Leak,121
2013-05-04,Boilers,2
2013-05-04,Heating/Hot Water,168
2013-05-04,Homeless/Shelter,6
2013-05-04,Plumbing,123
2013-05-04,Water/Leak,131
2013-05-05,Boilers,2
2013-05-05,Heating/Hot Water,298
2013-05-05,Homeless/Shelter,9
2013-05-05,Plumbing,86
2013-05-05,Water/Leak,59
2013-05-06,Boilers,7
2013-05-06,Heating/Hot Water,253
2013-05-06,Homeless/Shelter,8
2013-05-06,Plumbing,279
2013-05-06,Water/Leak,101
2013-05-07,Boilers,1
2013-05-07,Heating/Hot Water,183
2013-05-07,Homeless/Shelter,11
2013-05-07,Plumbing,263
2013-05-07,Water/Leak,177
2013-05-08,Boilers,4
2013-05-08,Heating/Hot Water,168
2013-05-08,Homeless/Shelter,7
2013-05-08,Plumbing,523
2013-05-08,Water/Leak,116
2013-05-09,Boilers,2
2013-05-09,Heating/Hot Water,187
2013-05-09,Homeless/Shelter,7
2013-05-09,Plumbing,316
2013-05-09,Water/Leak,100
2013-05-10,Heating/Hot Water,74
2013-05-10,Homeless/Shelter,4
2013-05-10,Plumbing,186
2013-05-10,Water/Leak,77
2013-05-11,Heating/Hot Water,177
2013-05-11,Homeless/Shelter,7
2013-05-11,Plumbing,136
2013-05-11,Water/Leak,60
2013-05-12,Boilers,2
2013-05-12,Heating/Hot Water,122
2013-05-12,Homeless/Shelter,5
2013-05-12,Plumbing,93
2013-05-12,Water/Leak,107
2013-05-13,Boilers,6
2013-05-13,Heating/Hot Water,431
2013-05-13,Homeless/Shelter,7
2013-05-13,Plumbing,336
2013-05-13,Water/Leak,126
2013-05-14,Boilers,4
2013-05-14,Heating/Hot Water,407
2013-05-14,Homeless/Shelter,4
2013-05-14,Plumbing,309
2013-05-14,Water/Leak,127
2013-05-15,Boilers,4
2013-05-15,Heating/Hot Water,173
2013-05-15,Homeless/Shelter,5
2013-05-15,Plumbing,261
2013-05-15,Water/Leak,146
2013-05-16,Boilers,4
2013-05-16,Heating/Hot Water,136
2013-05-16,Homeless/Shelter,5
2013-05-16,Plumbing,326
2013-05-16,Water/Leak,106
2013-05-17,Boilers,3
2013-05-17,Heating/Hot Water,92
2013-05-17,Homeless/Shelter,7
2013-05-17,Plumbing,197
2013-05-17,Water/Leak,122
2013-05-18,Boilers,4
2013-05-18,Heating/Hot Water,122
2013-05-18,Homeless/Shelter,3
2013-05-18,Plumbing,153
2013-05-18,Water/Leak,80
2013-05-19,Boilers,2
2013-05-19,Heating/Hot Water,122
2013-05-19,Homeless/Shelter,6
2013-05-19,Plumbing,161
2013-05-19,Water/Leak,35
2013-05-20,Boilers,6
2013-05-20,Heating/Hot Water,137
2013-05-20,Homeless/Shelter,13
2013-05-20,Plumbing,357
2013-05-20,Water/Leak,109
2013-05-21,Boilers,2
2013-05-21,Heating/Hot Water,116
2013-05-21,Homeless/Shelter,4
2013-05-21,Plumbing,253
2013-05-21,Water/Leak,155
2013-05-22,Boilers,2
2013-05-22,Heating/Hot Water,118
2013-05-22,Homeless/Shelter,11
2013-05-22,Plumbing,289
2013-05-22,Water/Leak,151
2013-05-23,Boilers,5
2013-05-23,Heating/Hot Water,87
2013-05-23,Homeless/Shelter,6
2013-05-23,Plumbing,357
2013-05-23,Water/Leak,115
2013-05-24,Boilers,3
2013-05-24,Heating/Hot Water,158
2013-05-24,Homeless/Shelter,5
2013-05-24,Plumbing,235
2013-05-24,Water/Leak,100
2013-05-25,Heating/Hot Water,488
2013-05-25,Homeless/Shelter,3
2013-05-25,Plumbing,142
2013-05-25,Water/Leak,32
2013-05-26,Boilers,1
2013-05-26,Heating/Hot Water,247
2013-05-26,Homeless/Shelter,5
2013-05-26,Plumbing,90
2013-05-26,Water/Leak,44
2013-05-27,Boilers,2
2013-05-27,Heating/Hot Water,129
2013-05-27,Homeless/Shelter,8
2013-05-27,Plumbing,94
2013-05-27,Water/Leak,57
2013-05-28,Boilers,4
2013-05-28,Heating/Hot Water,133
2013-05-28,Homeless/Shelter,11
2013-05-28,Plumbing,319
2013-05-28,Water/Leak,95
2013-05-29,Boilers,1
2013-05-29,Heating/Hot Water,118
2013-05-29,Homeless/Shelter,10
2013-05-29,Plumbing,296
2013-05-29,Water/Leak,126
2013-05-30,Boilers,2
2013-05-30,Heating/Hot Water,88
2013-05-30,Homeless/Shelter,7
2013-05-30,Plumbing,285
2013-05-30,Water/Leak,281
2013-05-31,Boilers,3
2013-05-31,Heating/Hot Water,65
2013-05-31,Homeless/Shelter,9
2013-05-31,Plumbing,222
2013-05-31,Water/Leak,427
2013-06-01,Boilers,1
2013-06-01,Heating/Hot Water,75
2013-06-01,Plumbing,157
2013-06-01,Water/Leak,353
2013-06-02,Boilers,1
2013-06-02,Heating/Hot Water,85
2013-06-02,Homeless/Shelter,4
2013-06-02,Plumbing,139
2013-06-02,Water/Leak,313
2013-06-03,Boilers,2
2013-06-03,Heating/Hot Water,88
2013-06-03,Homeless/Shelter,8
2013-06-03,Plumbing,321
2013-06-03,Water/Leak,196
2013-06-04,Boilers,6
2013-06-04,Heating/Hot Water,74
2013-06-04,Homeless/Shelter,10
2013-06-04,Plumbing,305
2013-06-04,Water/Leak,206
2013-06-05,Boilers,1
2013-06-05,Heating/Hot Water,93
2013-06-05,Homeless/Shelter,8
2013-06-05,Plumbing,299
2013-06-05,Water/Leak,138
2013-06-06,Boilers,2
2013-06-06,Heating/Hot Water,77
2013-06-06,Homeless/Shelter,14
2013-06-06,Plumbing,284
2013-06-06,Water/Leak,146
2013-06-07,Boilers,4
2013-06-07,Heating/Hot Water,62
2013-06-07,Homeless/Shelter,26
2013-06-07,Plumbing,393
2013-06-07,Water/Leak,79
2013-06-08,Heating/Hot Water,64
2013-06-08,Homeless/Shelter,4
2013-06-08,Plumbing,252
2013-06-08,Water/Leak,77
2013-06-09,Boilers,3
2013-06-09,Heating/Hot Water,85
2013-06-09,Homeless/Shelter,4
2013-06-09,Plumbing,126
2013-06-09,Water/Leak,91
2013-06-10,Boilers,1
2013-06-10,Heating/Hot Water,103
2013-06-10,Homeless/Shelter,13
2013-06-10,Plumbing,475
2013-06-10,Water/Leak,135
2013-06-11,Boilers,3
2013-06-11,Heating/Hot Water,90
2013-06-11,Homeless/Shelter,9
2013-06-11,Plumbing,417
2013-06-11,Water/Leak,156
2013-06-12,Boilers,4
2013-06-12,Heating/Hot Water,111
2013-06-12,Homeless/Shelter,8
2013-06-12,Plumbing,264
2013-06-12,Water/Leak,134
2013-06-13,Boilers,4
2013-06-13,Heating/Hot Water,94
2013-06-13,Homeless/Shelter,4
2013-06-13,Plumbing,394
2013-06-13,Water/Leak,91
2013-06-14,Boilers,2
2013-06-14,Heating/Hot Water,82
2013-06-14,Homeless/Shelter,7
2013-06-14,Plumbing,282
2013-06-14,Water/Leak,98
2013-06-15,Boilers,1
2013-06-15,Heating/Hot Water,87
2013-06-15,Homeless/Shelter,2
2013-06-15,Plumbing,90
2013-06-15,Water/Leak,103
2013-06-16,Boilers,2
2013-06-16,Heating/Hot Water,71
2013-06-16,Homeless/Shelter,7
2013-06-16,Plumbing,55
2013-06-16,Water/Leak,106
2013-06-17,Boilers,4
2013-06-17,Heating/Hot Water,97
2013-06-17,Homeless/Shelter,9
2013-06-17,Plumbing,282
2013-06-17,Water/Leak,195
2013-06-18,Heating/Hot Water,95
2013-06-18,Homeless/Shelter,15
2013-06-18,Plumbing,377
2013-06-18,Water/Leak,131
2013-06-19,Boilers,3
2013-06-19,Heating/Hot Water,99
2013-06-19,Homeless/Shelter,9
2013-06-19,Plumbing,299
2013-06-19,Water/Leak,137
2013-06-20,Boilers,1
2013-06-20,Heating/Hot Water,90
2013-06-20,Homeless/Shelter,5
2013-06-20,Plumbing,264
2013-06-20,Water/Leak,141
2013-06-21,Heating/Hot Water,62
2013-06-21,Homeless/Shelter,6
2013-06-21,Plumbing,232
2013-06-21,Water/Leak,158
2013-06-22,Heating/Hot Water,52
2013-06-22,Homeless/Shelter,8
2013-06-22,Plumbing,103
2013-06-22,Water/Leak,116
2013-06-23,Heating/Hot Water,61
2013-06-23,Homeless/Shelter,9
2013-06-23,Plumbing,78
2013-06-23,Water/Leak,193
2013-06-24,Heating/Hot Water,86
2013-06-24,Homeless/Shelter,8
2013-06-24,Plumbing,273
2013-06-24,Water/Leak,399
2013-06-25,Boilers,1
2013-06-25,Heating/Hot Water,74
2013-06-25,Homeless/Shelter,13
2013-06-25,Plumbing,295
2013-06-25,Water/Leak,437
2013-06-26,Boilers,2
2013-06-26,Heating/Hot Water,96
2013-06-26,Homeless/Shelter,6
2013-06-26,Plumbing,253
2013-06-26,Water/Leak,357
2013-06-27,Boilers,3
2013-06-27,Heating/Hot Water,82
2013-06-27,Homeless/Shelter,7
2013-06-27,Plumbing,344
2013-06-27,Water/Leak,367
2013-06-28,Boilers,1
2013-06-28,Heating/Hot Water,77
2013-06-28,Homeless/Shelter,7
2013-06-28,Plumbing,302
2013-06-28,Water/Leak,255
2013-06-29,Heating/Hot Water,44
2013-06-29,Homeless/Shelter,5
2013-06-29,Plumbing,151
2013-06-29,Water/Leak,194
2013-06-30,Boilers,1
2013-06-30,Heating/Hot Water,62
2013-06-30,Homeless/Shelter,6
2013-06-30,Plumbing,86
2013-06-30,Water/Leak,151
2013-07-01,Boilers,1
2013-07-01,Heating/Hot Water,77
2013-07-01,Homeless/Shelter,7
2013-07-01,Plumbing,365
2013-07-01,Water/Leak,136
2013-07-02,Boilers,2
2013-07-02,Heating/Hot Water,66
2013-07-02,Homeless/Shelter,9
2013-07-02,Plumbing,328
2013-07-02,Water/Leak,159
2013-07-03,Boilers,2
2013-07-03,Heating/Hot Water,68
2013-07-03,Homeless/Shelter,5
2013-07-03,Plumbing,360
2013-07-03,Water/Leak,227
2013-07-04,Boilers,2
2013-07-04,Heating/Hot Water,53
2013-07-04,Homeless/Shelter,5
2013-07-04,Plumbing,116
2013-07-04,Water/Leak,207
2013-07-05,Boilers,1
2013-07-05,Heating/Hot Water,52
2013-07-05,Homeless/Shelter,6
2013-07-05,Plumbing,283
2013-07-05,Water/Leak,390
2013-07-06,Heating/Hot Water,51
2013-07-06,Homeless/Shelter,3
2013-07-06,Plumbing,136
2013-07-06,Water/Leak,461
2013-07-07,Boilers,1
2013-07-07,Heating/Hot Water,73
2013-07-07,Homeless/Shelter,6
2013-07-07,Plumbing,133
2013-07-07,Water/Leak,502
2013-07-08,Boilers,3
2013-07-08,Heating/Hot Water,92
2013-07-08,Homeless/Shelter,16
2013-07-08,Plumbing,327
2013-07-08,Water/Leak,558
2013-07-09,Boilers,2
2013-07-09,Heating/Hot Water,79
2013-07-09,Homeless/Shelter,12
2013-07-09,Plumbing,441
2013-07-09,Water/Leak,452
2013-07-10,Boilers,1
2013-07-10,Heating/Hot Water,79
2013-07-10,Homeless/Shelter,17
2013-07-10,Plumbing,332
2013-07-10,Water/Leak,403
2013-07-11,Boilers,4
2013-07-11,Heating/Hot Water,74
2013-07-11,Homeless/Shelter,8
2013-07-11,Plumbing,275
2013-07-11,Water/Leak,294
2013-07-12,Boilers,1
2013-07-12,Heating/Hot Water,58
2013-07-12,Homeless/Shelter,8
2013-07-12,Plumbing,251
2013-07-12,Water/Leak,221
2013-07-13,Boilers,2
2013-07-13,Heating/Hot Water,54
2013-07-13,Homeless/Shelter,5
2013-07-13,Plumbing,125
2013-07-13,Water/Leak,118
2013-07-14,Boilers,2
2013-07-14,Heating/Hot Water,41
2013-07-14,Homeless/Shelter,6
2013-07-14,Plumbing,134
2013-07-14,Water/Leak,283
2013-07-15,Boilers,4
2013-07-15,Heating/Hot Water,82
2013-07-15,Homeless/Shelter,18
2013-07-15,Plumbing,379
2013-07-15,Water/Leak,612
2013-07-16,Boilers,3
2013-07-16,Heating/Hot Water,79
2013-07-16,Homeless/Shelter,4
2013-07-16,Plumbing,353
2013-07-16,Water/Leak,774
2013-07-17,Boilers,1
2013-07-17,Heating/Hot Water,80
2013-07-17,Homeless/Shelter,15
2013-07-17,Plumbing,340
2013-07-17,Water/Leak,869
2013-07-18,Boilers,2
2013-07-18,Heating/Hot Water,81
2013-07-18,Homeless/Shelter,8
2013-07-18,Plumbing,303
2013-07-18,Water/Leak,1299
2013-07-19,Boilers,1
2013-07-19,Heating/Hot Water,60
2013-07-19,Homeless/Shelter,7
2013-07-19,Plumbing,265
2013-07-19,Water/Leak,1296
2013-07-20,Boilers,2
2013-07-20,Heating/Hot Water,38
2013-07-20,Homeless/Shelter,5
2013-07-20,Plumbing,165
2013-07-20,Water/Leak,846
2013-07-21,Heating/Hot Water,63
2013-07-21,Homeless/Shelter,9
2013-07-21,Plumbing,115
2013-07-21,Water/Leak,655
2013-07-22,Heating/Hot Water,69
2013-07-22,Homeless/Shelter,12
2013-07-22,Plumbing,372
2013-07-22,Water/Leak,526
2013-07-23,Boilers,1
2013-07-23,Heating/Hot Water,74
2013-07-23,Homeless/Shelter,15
2013-07-23,Plumbing,324
2013-07-23,Water/Leak,406
2013-07-24,Boilers,3
2013-07-24,Heating/Hot Water,63
2013-07-24,Homeless/Shelter,11
2013-07-24,Plumbing,358
2013-07-24,Water/Leak,324
2013-07-25,Boilers,1
2013-07-25,Heating/Hot Water,68
2013-07-25,Homeless/Shelter,13
2013-07-25,Plumbing,271
2013-07-25,Water/Leak,258
2013-07-26,Boilers,1
2013-07-26,Heating/Hot Water,52
2013-07-26,Homeless/Shelter,16
2013-07-26,Plumbing,273
2013-07-26,Water/Leak,246
2013-07-27,Boilers,1
2013-07-27,Heating/Hot Water,38
2013-07-27,Homeless/Shelter,6
2013-07-27,Plumbing,101
2013-07-27,Water/Leak,136
2013-07-28,Heating/Hot Water,70
2013-07-28,Homeless/Shelter,10
2013-07-28,Plumbing,81
2013-07-28,Water/Leak,104
2013-07-29,Boilers,4
2013-07-29,Heating/Hot Water,94
2013-07-29,Homeless/Shelter,22
2013-07-29,Plumbing,317
2013-07-29,Water/Leak,219
2013-07-30,Boilers,1
2013-07-30,Heating/Hot Water,77
2013-07-30,Homeless/Shelter,14
2013-07-30,Plumbing,304
2013-07-30,Water/Leak,206
2013-07-31,Heating/Hot Water,69
2013-07-31,Homeless/Shelter,17
2013-07-31,Plumbing,256
2013-07-31,Water/Leak,339
2013-08-01,Boilers,1
2013-08-01,Heating/Hot Water,72
2013-08-01,Homeless/Shelter,8
2013-08-01,Plumbing,257
2013-08-01,Water/Leak,91
2013-08-02,Boilers,2
2013-08-02,Heating/Hot Water,81
2013-08-02,Homeless/Shelter,8
2013-08-02,Plumbing,293
2013-08-02,Water/Leak,138
2013-08-03,Boilers,3
2013-08-03,Heating/Hot Water,61
2013-08-03,Homeless/Shelter,9
2013-08-03,Plumbing,79
2013-08-03,Water/Leak,112
2013-08-04,Heating/Hot Water,36
2013-08-04,Homeless/Shelter,17
2013-08-04,Plumbing,89
2013-08-04,Water/Leak,75
2013-08-05,Boilers,3
2013-08-05,Heating/Hot Water,76
2013-08-05,Homeless/Shelter,16
2013-08-05,Plumbing,295
2013-08-05,Water/Leak,147
2013-08-06,Boilers,1
2013-08-06,Heating/Hot Water,75
2013-08-06,Homeless/Shelter,18
2013-08-06,Plumbing,275
2013-08-06,Water/Leak,125
2013-08-07,Boilers,3
2013-08-07,Heating/Hot Water,74
2013-08-07,Homeless/Shelter,15
2013-08-07,Plumbing,238
2013-08-07,Water/Leak,92
2013-08-08,Boilers,3
2013-08-08,Heating/Hot Water,68
2013-08-08,Homeless/Shelter,14
2013-08-08,Plumbing,299
2013-08-08,Water/Leak,92
2013-08-09,Boilers,2
2013-08-09,Heating/Hot Water,78
2013-08-09,Homeless/Shelter,10
2013-08-09,Plumbing,250
2013-08-09,Water/Leak,107
2013-08-10,Heating/Hot Water,39
2013-08-10,Homeless/Shelter,11
2013-08-10,Plumbing,77
2013-08-10,Water/Leak,69
2013-08-11,Heating/Hot Water,48
2013-08-11,Homeless/Shelter,13
2013-08-11,Plumbing,87
2013-08-11,Water/Leak,69
2013-08-12,Boilers,4
2013-08-12,Heating/Hot Water,81
2013-08-12,Homeless/Shelter,23
2013-08-12,Plumbing,262
2013-08-12,Water/Leak,126
2013-08-13,Boilers,3
2013-08-13,Heating/Hot Water,71
2013-08-13,Homeless/Shelter,16
2013-08-13,Plumbing,366
2013-08-13,Water/Leak,111
2013-08-14,Boilers,1
2013-08-14,Heating/Hot Water,69
2013-08-14,Homeless/Shelter,11
2013-08-14,Plumbing,323
2013-08-14,Water/Leak,106
2013-08-15,Boilers,2
2013-08-15,Heating/Hot Water,75
2013-08-15,Homeless/Shelter,8
2013-08-15,Plumbing,290
2013-08-15,Water/Leak,102
2013-08-16,Boilers,1
2013-08-16,Heating/Hot Water,57
2013-08-16,Homeless/Shelter,15
2013-08-16,Plumbing,256
2013-08-16,Water/Leak,85
2013-08-17,Heating/Hot Water,49
2013-08-17,Homeless/Shelter,9
2013-08-17,Plumbing,76
2013-08-17,Water/Leak,61
2013-08-18,Boilers,1
2013-08-18,Heating/Hot Water,41
2013-08-18,Homeless/Shelter,12
2013-08-18,Plumbing,81
2013-08-18,Snow/Ice,1
2013-08-18,Water/Leak,53
2013-08-19,Boilers,2
2013-08-19,Heating/Hot Water,89
2013-08-19,Homeless/Shelter,18
2013-08-19,Plumbing,281
2013-08-19,Water/Leak,110
2013-08-20,Boilers,3
2013-08-20,Heating/Hot Water,75
2013-08-20,Homeless/Shelter,22
2013-08-20,Plumbing,316
2013-08-20,Water/Leak,104
2013-08-21,Boilers,1
2013-08-21,Heating/Hot Water,60
2013-08-21,Homeless/Shelter,16
2013-08-21,Plumbing,283
2013-08-21,Water/Leak,129
2013-08-22,Boilers,2
2013-08-22,Heating/Hot Water,95
2013-08-22,Homeless/Shelter,24
2013-08-22,Plumbing,329
2013-08-22,Water/Leak,104
2013-08-23,Boilers,2
2013-08-23,Heating/Hot Water,62
2013-08-23,Homeless/Shelter,13
2013-08-23,Plumbing,264
2013-08-23,Water/Leak,163
2013-08-24,Boilers,1
2013-08-24,Heating/Hot Water,51
2013-08-24,Homeless/Shelter,13
2013-08-24,Plumbing,89
2013-08-24,Water/Leak,61
2013-08-25,Heating/Hot Water,49
2013-08-25,Homeless/Shelter,8
2013-08-25,Plumbing,58
2013-08-25,Snow/Ice,1
2013-08-25,Water/Leak,67
2013-08-26,Boilers,3
2013-08-26,Heating/Hot Water,73
2013-08-26,Homeless/Shelter,22
2013-08-26,Plumbing,276
2013-08-26,Snow/Ice,1
2013-08-26,Water/Leak,85
2013-08-27,Heating/Hot Water,63
2013-08-27,Homeless/Shelter,17
2013-08-27,Plumbing,264
2013-08-27,Water/Leak,107
2013-08-28,Boilers,1
2013-08-28,Heating/Hot Water,55
2013-08-28,Homeless/Shelter,17
2013-08-28,Plumbing,307
2013-08-28,Water/Leak,123
2013-08-29,Boilers,1
2013-08-29,Heating/Hot Water,73
2013-08-29,Homeless/Shelter,19
2013-08-29,Plumbing,280
2013-08-29,Water/Leak,113
2013-08-30,Boilers,1
2013-08-30,Heating/Hot Water,67
2013-08-30,Homeless/Shelter,15
2013-08-30,Plumbing,220
2013-08-30,Water/Leak,93
2013-08-31,Boilers,2
2013-08-31,Heating/Hot Water,54
2013-08-31,Homeless/Shelter,15
2013-08-31,Plumbing,105
2013-08-31,Water/Leak,42
2013-09-01,Boilers,2
2013-09-01,Heating/Hot Water,54
2013-09-01,Homeless/Shelter,19
2013-09-01,Plumbing,69
2013-09-01,Water/Leak,60
2013-09-02,Boilers,1
2013-09-02,Heating/Hot Water,79
2013-09-02,Homeless/Shelter,10
2013-09-02,Plumbing,144
2013-09-02,Water/Leak,40
2013-09-03,Heating/Hot Water,97
2013-09-03,Homeless/Shelter,26
2013-09-03,Plumbing,355
2013-09-03,Water/Leak,92
2013-09-04,Boilers,3
2013-09-04,Heating/Hot Water,71
2013-09-04,Homeless/Shelter,10
2013-09-04,Plumbing,275
2013-09-04,Water/Leak,120
2013-09-05,Boilers,2
2013-09-05,Heating/Hot Water,65
2013-09-05,Homeless/Shelter,10
2013-09-05,Plumbing,290
2013-09-05,Water/Leak,102
2013-09-06,Boilers,3
2013-09-06,Heating/Hot Water,71
2013-09-06,Homeless/Shelter,9
2013-09-06,Plumbing,208
2013-09-06,Water/Leak,77
2013-09-07,Heating/Hot Water,50
2013-09-07,Homeless/Shelter,9
2013-09-07,Plumbing,105
2013-09-07,Water/Leak,53
2013-09-08,Heating/Hot Water,77
2013-09-08,Homeless/Shelter,16
2013-09-08,Plumbing,138
2013-09-08,Water/Leak,41
2013-09-09,Boilers,1
2013-09-09,Heating/Hot Water,86
2013-09-09,Homeless/Shelter,22
2013-09-09,Plumbing,277
2013-09-09,Water/Leak,66
2013-09-10,Boilers,5
2013-09-10,Heating/Hot Water,82
2013-09-10,Homeless/Shelter,14
2013-09-10,Plumbing,254
2013-09-10,Water/Leak,129
2013-09-11,Boilers,3
2013-09-11,Heating/Hot Water,51
2013-09-11,Homeless/Shelter,14
2013-09-11,Plumbing,316
2013-09-11,Water/Leak,146
2013-09-12,Boilers,2
2013-09-12,Heating/Hot Water,59
2013-09-12,Homeless/Shelter,26
2013-09-12,Plumbing,266
2013-09-12,Water/Leak,125
2013-09-13,Boilers,3
2013-09-13,Heating/Hot Water,57
2013-09-13,Homeless/Shelter,14
2013-09-13,Plumbing,207
2013-09-13,Water/Leak,100
2013-09-14,Heating/Hot Water,54
2013-09-14,Homeless/Shelter,10
2013-09-14,Plumbing,80
2013-09-14,Water/Leak,119
2013-09-15,Boilers,3
2013-09-15,Heating/Hot Water,73
2013-09-15,Homeless/Shelter,13
2013-09-15,Plumbing,64
2013-09-15,Water/Leak,35
2013-09-16,Boilers,2
2013-09-16,Heating/Hot Water,117
2013-09-16,Homeless/Shelter,18
2013-09-16,Plumbing,251
2013-09-16,Water/Leak,67
2013-09-17,Boilers,1
2013-09-17,Heating/Hot Water,125
2013-09-17,Homeless/Shelter,15
2013-09-17,Plumbing,305
2013-09-17,Water/Leak,154
2013-09-18,Boilers,1
2013-09-18,Heating/Hot Water,87
2013-09-18,Homeless/Shelter,16
2013-09-18,Plumbing,266
2013-09-18,Water/Leak,119
2013-09-19,Boilers,4
2013-09-19,Heating/Hot Water,64
2013-09-19,Homeless/Shelter,8
2013-09-19,Plumbing,327
2013-09-19,Water/Leak,94
2013-09-20,Boilers,1
2013-09-20,Heating/Hot Water,99
2013-09-20,Homeless/Shelter,12
2013-09-20,Plumbing,260
2013-09-20,Water/Leak,131
2013-09-21,Boilers,2
2013-09-21,Heating/Hot Water,65
2013-09-21,Homeless/Shelter,16
2013-09-21,Plumbing,122
2013-09-21,Water/Leak,62
2013-09-22,Boilers,1
2013-09-22,Heating/Hot Water,84
2013-09-22,Homeless/Shelter,13
2013-09-22,Plumbing,131
2013-09-22,Water/Leak,38
2013-09-23,Boilers,3
2013-09-23,Heating/Hot Water,124
2013-09-23,Homeless/Shelter,9
2013-09-23,Plumbing,234
2013-09-23,Water/Leak,123
2013-09-24,Boilers,3
2013-09-24,Heating/Hot Water,126
2013-09-24,Homeless/Shelter,23
2013-09-24,Plumbing,306
2013-09-24,Water/Leak,116
2013-09-25,Boilers,2
2013-09-25,Heating/Hot Water,119
2013-09-25,Homeless/Shelter,16
2013-09-25,Plumbing,254
2013-09-25,Water/Leak,116
2013-09-26,Boilers,7
2013-09-26,Heating/Hot Water,103
2013-09-26,Homeless/Shelter,22
2013-09-26,Plumbing,272
2013-09-26,Water/Leak,94
2013-09-27,Boilers,1
2013-09-27,Heating/Hot Water,96
2013-09-27,Homeless/Shelter,14
2013-09-27,Plumbing,185
2013-09-27,Water/Leak,84
2013-09-28,Boilers,3
2013-09-28,Heating/Hot Water,67
2013-09-28,Homeless/Shelter,6
2013-09-28,Plumbing,100
2013-09-28,Water/Leak,60
2013-09-29,Boilers,1
2013-09-29,Heating/Hot Water,80
2013-09-29,Homeless/Shelter,13
2013-09-29,Plumbing,77
2013-09-29,Water/Leak,57
2013-09-30,Boilers,3
2013-09-30,Heating/Hot Water,102
2013-09-30,Homeless/Shelter,14
2013-09-30,Plumbing,263
2013-09-30,Water/Leak,132
2013-10-01,Boilers,2
2013-10-01,Heating/Hot Water,116
2013-10-01,Homeless/Shelter,14
2013-10-01,Plumbing,252
2013-10-01,Water/Leak,126
2013-10-02,Boilers,4
2013-10-02,Heating/Hot Water,80
2013-10-02,Homeless/Shelter,18
2013-10-02,Plumbing,288
2013-10-02,Water/Leak,141
2013-10-03,Boilers,5
2013-10-03,Heating/Hot Water,89
2013-10-03,Homeless/Shelter,5
2013-10-03,Plumbing,257
2013-10-03,Water/Leak,301
2013-10-04,Boilers,3
2013-10-04,Heating/Hot Water,66
2013-10-04,Homeless/Shelter,31
2013-10-04,Plumbing,263
2013-10-04,Water/Leak,449
2013-10-05,Boilers,1
2013-10-05,Heating/Hot Water,65
2013-10-05,Homeless/Shelter,12
2013-10-05,Plumbing,70
2013-10-05,Water/Leak,78
2013-10-06,Heating/Hot Water,74
2013-10-06,Homeless/Shelter,9
2013-10-06,Plumbing,86
2013-10-06,Water/Leak,73
