month,category,borough,complaints
2015-12,Snow/Ice,BROOKLYN,1
2015-12,Water/Leak,BRONX,1285
2015-12,Water/Leak,BROOKLYN,2005
2015-12,Water/Leak,MANHATTAN,1116
2015-12,Water/Leak,QUEENS,1908
2015-12,Water/Leak,STATEN ISLAND,399
2016-01,Boilers,BRONX,66
2016-01,Boilers,BROOKLYN,82
2016-01,Boilers,MANHATTAN,45
2016-01,Boilers,QUEENS,61
2016-01,Boilers,STATEN ISLAND,4
2016-01,Heating/Hot Water,BRONX,16288
2016-01,Heating/Hot Water,BROOKLYN,15015
2016-01,Heating/Hot Water,MANHATTAN,10530
2016-01,Heating/Hot Water,QUEENS,6445
2016-01,Heating/Hot Water,STATEN ISLAND,489
2016-01,Homeless/Shelter,BRONX,37
2016-01,Homeless/Shelter,BROOKLYN,155
2016-01,Homeless/Shelter,MANHATTAN,1243
2016-01,Homeless/Shelter,QUEENS,98
2016-01,Homeless/Shelter,STATEN ISLAND,19
2016-01,Plumbing,BRONX,1720
2016-01,Plumbing,BROOKLYN,1758
2016-01,Plumbing,MANHATTAN,1189
2016-01,Plumbing,QUEENS,754
2016-01,Plumbing,STATEN ISLAND,100
2016-01,Snow/Ice,BRONX,484
2016-01,Snow/Ice,BROOKLYN,1666
2016-01,Snow/Ice,MANHATTAN,507
2016-01,Snow/Ice,QUEENS,1730
2016-01,Snow/Ice,STATEN ISLAND,528
2016-01,Water/Leak,BRONX,1647
2016-01,Water/Leak,BROOKLYN,2627
2016-01,Water/Leak,MANHATTAN,3358
2016-01,Water/Leak,QUEENS,1812
2016-01,Water/Leak,STATEN ISLAND,412
2016-02,Boilers,BRONX,43
2016-02,Boilers,BROOKLYN,73
2016-02,Boilers,MANHATTAN,43
2016-02,Boilers,QUEENS,43
2016-02,Boilers,STATEN ISLAND,4
2016-02,Heating/Hot Water,BRONX,13375
2016-02,Heating/Hot Water,BROOKLYN,11108
2016-02,Heating/Hot Water,MANHATTAN,8522
2016-02,Heating/Hot Water,QUEENS,5086
2016-02,Heating/Hot Water,STATEN ISLAND,332
2016-02,Homeless/Shelter,BRONX,24
2016-02,Homeless/Shelter,BROOKLYN,82
2016-02,Homeless/Shelter,MANHATTAN,1001
2016-02,Homeless/Shelter,QUEENS,76
2016-02,Homeless/Shelter,STATEN ISLAND,7
2016-02,Plumbing,BRONX,1821
2016-02,Plumbing,BROOKLYN,1823
2016-02,Plumbing,MANHATTAN,1222
2016-02,Plumbing,QUEENS,681
2016-02,Plumbing,STATEN ISLAND,146
2016-02,Snow/Ice,BRONX,40
2016-02,Snow/Ice,BROOKLYN,115
2016-02,Snow/Ice,MANHATTAN,21
2016-02,Snow/Ice,QUEENS,141
2016-02,Snow/Ice,STATEN ISLAND,67
2016-02,Water/Leak,BRONX,1794
2016-02,Water/Leak,BROOKLYN,2911
2016-02,Water/Leak,MANHATTAN,1506
2016-02,Water/Leak,QUEENS,2127
2016-02,Water/Leak,STATEN ISLAND,617
2016-02,Water/Leak,Unspecified,1
2016-03,Boilers,BRONX,34
2016-03,Boilers,BROOKLYN,33
2016-03,Boilers,MANHATTAN,53
2016-03,Boilers,QUEENS,27
2016-03,Boilers,STATEN ISLAND,5
2016-03,Heating/Hot Water,BRONX,6088
2016-03,Heating/Hot Water,BROOKLYN,5024
2016-03,Heating/Hot Water,MANHATTAN,4314
2016-03,Heating/Hot Water,QUEENS,2228
2016-03,Heating/Hot Water,STATEN ISLAND,134
2016-03,Homeless/Shelter,BRONX,66
2016-03,Homeless/Shelter,BROOKLYN,205
2016-03,Homeless/Shelter,MANHATTAN,3488
2016-03,Homeless/Shelter,QUEENS,136
2016-03,Homeless/Shelter,STATEN ISLAND,30
2016-03,Plumbing,BRONX,1386
2016-03,Plumbing,BROOKLYN,1372
2016-03,Plumbing,MANHATTAN,1015
2016-03,Plumbing,QUEENS,546
2016-03,Plumbing,STATEN ISLAND,104
2016-03,Snow/Ice,BRONX,2
2016-03,Snow/Ice,BROOKLYN,7
2016-03,Snow/Ice,MANHATTAN,1
2016-03,Snow/Ice,QUEENS,4
2016-03,Snow/Ice,STATEN ISLAND,2
2016-03,Water/Leak,BRONX,1409
2016-03,Water/Leak,BROOKLYN,2435
2016-03,Water/Leak,MANHATTAN,1558
2016-03,Water/Leak,QUEENS,2008
2016-03,Water/Leak,STATEN ISLAND,701
2016-04,Boilers,BRONX,16
2016-04,Boilers,BROOKLYN,33
2016-04,Boilers,MANHATTAN,28
2016-04,Boilers,QUEENS,13
2016-04,Boilers,STATEN ISLAND,6
2016-04,Heating/Hot Water,BRONX,4028
2016-04,Heating/Hot Water,BROOKLYN,3922
2016-04,Heating/Hot Water,MANHATTAN,3138
2016-04,Heating/Hot Water,QUEENS,1724
2016-04,Heating/Hot Water,STATEN ISLAND,111
2016-04,Homeless/Shelter,BRONX,75
2016-04,Homeless/Shelter,BROOKLYN,183
2016-04,Homeless/Shelter,MANHATTAN,3894
2016-04,Homeless/Shelter,QUEENS,151
2016-04,Homeless/Shelter,STATEN ISLAND,27
2016-04,Plumbing,BRONX,1226
2016-04,Plumbing,BROOKLYN,1275
2016-04,Plumbing,MANHATTAN,896
2016-04,Plumbing,QUEENS,486
2016-04,Plumbing,STATEN ISLAND,81
2016-04,Snow/Ice,BROOKLYN,1
2016-04,Water/Leak,BRONX,1107
2016-04,Water/Leak,BROOKLYN,1854
2016-04,Water/Leak,MANHATTAN,1199
2016-04,Water/Leak,QUEENS,1548
2016-04,Water/Leak,STATEN ISLAND,583
2016-05,Boilers,BRONX,15
2016-05,Boilers,BROOKLYN,26
2016-05,Boilers,MANHATTAN,26
2016-05,Boilers,QUEENS,8
2016-05,Boilers,STATEN ISLAND,2
2016-05,Heating/Hot Water,BRONX,2624
2016-05,Heating/Hot Water,BROOKLYN,2233
2016-05,Heating/Hot Water,MANHATTAN,1999
2016-05,Heating/Hot Water,QUEENS,836
2016-05,Heating/Hot Water,STATEN ISLAND,79
2016-05,Homeless/Shelter,BRONX,91
2016-05,Homeless/Shelter,BROOKLYN,302
2016-05,Homeless/Shelter,MANHATTAN,4407
2016-05,Homeless/Shelter,QUEENS,230
2016-05,Homeless/Shelter,STATEN ISLAND,40
2016-05,Plumbing,BRONX,1373
2016-05,Plumbing,BROOKLYN,1333
2016-05,Plumbing,MANHATTAN,870
2016-05,Plumbing,QUEENS,467
2016-05,Plumbing,STATEN ISLAND,93
2016-05,Water/Leak,BRONX,1516
2016-05,Water/Leak,BROOKLYN,2087
2016-05,Water/Leak,MANHATTAN,1435
2016-05,Water/Leak,QUEENS,1699
2016-05,Water/Leak,STATEN ISLAND,493
2016-06,Boilers,BRONX,19
2016-06,Boilers,BROOKLYN,18
2016-06,Boilers,MANHATTAN,53
2016-06,Boilers,QUEENS,24
2016-06,Boilers,STATEN ISLAND,3
2016-06,Heating/Hot Water,BRONX,756
2016-06,Heating/Hot Water,BROOKLYN,753
2016-06,Heating/Hot Water,MANHATTAN,630
2016-06,Heating/Hot Water,QUEENS,289
2016-06,Heating/Hot Water,STATEN ISLAND,38
2016-06,Homeless/Shelter,BRONX,158
2016-06,Homeless/Shelter,BROOKLYN,399
2016-06,Homeless/Shelter,MANHATTAN,5118
2016-06,Homeless/Shelter,QUEENS,377
2016-06,Homeless/Shelter,STATEN ISLAND,10
2016-06,Plumbing,BRONX,1250
2016-06,Plumbing,BROOKLYN,1331
2016-06,Plumbing,MANHATTAN,914
2016-06,Plumbing,QUEENS,475
2016-06,Plumbing,STATEN ISLAND,114
2016-06,Water/Leak,BRONX,2015
2016-06,Water/Leak,BROOKLYN,1954
2016-06,Water/Leak,MANHATTAN,1469
2016-06,Water/Leak,QUEENS,1747
2016-06,Water/Leak,STATEN ISLAND,692
2016-07,Boilers,BRONX,9
2016-07,Boilers,BROOKLYN,34
2016-07,Boilers,MANHATTAN,18
2016-07,Boilers,QUEENS,27
2016-07,Boilers,STATEN ISLAND,2
2016-07,Heating/Hot Water,BRONX,668
2016-07,Heating/Hot Water,BROOKLYN,718
2016-07,Heating/Hot Water,MANHATTAN,590
2016-07,Heating/Hot Water,QUEENS,262
2016-07,Heating/Hot Water,STATEN ISLAND,59
2016-07,Homeless/Shelter,BRONX,165
2016-07,Homeless/Shelter,BROOKLYN,492
2016-07,Homeless/Shelter,MANHATTAN,4837
2016-07,Homeless/Shelter,QUEENS,381
2016-07,Homeless/Shelter,STATEN ISLAND,37
2016-07,Plumbing,BRONX,1374
2016-07,Plumbing,BROOKLYN,1437
2016-07,Plumbing,MANHATTAN,950
2016-07,Plumbing,QUEENS,613
2016-07,Plumbing,STATEN ISLAND,140
2016-07,Water/Leak,BRONX,4039
2016-07,Water/Leak,BROOKLYN,3694
2016-07,Water/Leak,MANHATTAN,2879
2016-07,Water/Leak,QUEENS,2476
2016-07,Water/Leak,STATEN ISLAND,571
2016-07,Water/Leak,Unspecified,1
2016-08,Boilers,BRONX,16
2016-08,Boilers,BROOKLYN,17
2016-08,Boilers,MANHATTAN,46
2016-08,Boilers,QUEENS,26
2016-08,Boilers,STATEN ISLAND,6
2016-08,Heating/Hot Water,BRONX,670
2016-08,Heating/Hot Water,BROOKLYN,807
2016-08,Heating/Hot Water,MANHATTAN,729
2016-08,Heating/Hot Water,QUEENS,274
2016-08,Heating/Hot Water,STATEN ISLAND,29
2016-08,Homeless/Shelter,BRONX,159
2016-08,Homeless/Shelter,BROOKLYN,504
2016-08,Homeless/Shelter,MANHATTAN,5876
2016-08,Homeless/Shelter,QUEENS,344
2016-08,Homeless/Shelter,STATEN ISLAND,18
2016-08,Plumbing,BRONX,1639
2016-08,Plumbing,BROOKLYN,1621
2016-08,Plumbing,MANHATTAN,1000
2016-08,Plumbing,QUEENS,654
2016-08,Plumbing,STATEN ISLAND,94
2016-08,Water/Leak,BRONX,4017
2016-08,Water/Leak,BROOKLYN,3970
2016-08,Water/Leak,MANHATTAN,2924
2016-08,Water/Leak,QUEENS,2667
2016-08,Water/Leak,STATEN ISLAND,682
2016-09,Boilers,BRONX,12
2016-09,Boilers,BROOKLYN,22
2016-09,Boilers,MANHATTAN,16
2016-09,Boilers,QUEENS,39
2016-09,Boilers,STATEN ISLAND,4
2016-09,Heating/Hot Water,BRONX,820
2016-09,Heating/Hot Water,BROOKLYN,912
2016-09,Heating/Hot Water,MANHATTAN,639
2016-09,Heating/Hot Water,QUEENS,311
2016-09,Heating/Hot Water,STATEN ISLAND,65
2016-09,Homeless/Shelter,BRONX,153
2016-09,Homeless/Shelter,BROOKLYN,545
2016-09,Homeless/Shelter,MANHATTAN,4720
2016-09,Homeless/Shelter,QUEENS,342
2016-09,Homeless/Shelter,STATEN ISLAND,18
2016-09,Plumbing,BRONX,1366
2016-09,Plumbing,BROOKLYN,1303
2016-09,Plumbing,MANHATTAN,787
2016-09,Plumbing,QUEENS,589
2016-09,Plumbing,STATEN ISLAND,120
2016-09,Snow/Ice,MANHATTAN,1
2016-09,Water/Leak,BRONX,1665
2016-09,Water/Leak,BROOKLYN,2147
2016-09,Water/Leak,MANHATTAN,1511
2016-09,Water/Leak,QUEENS,1710
2016-09,Water/Leak,STATEN ISLAND,423
2016-10,Boilers,BRONX,27
2016-10,Boilers,BROOKLYN,33
2016-10,Boilers,MANHATTAN,59
2016-10,Boilers,QUEENS,38
2016-10,Boilers,STATEN ISLAND,2
2016-10,Heating/Hot Water,BRONX,6339
2016-10,Heating/Hot Water,BROOKLYN,7356
2016-10,Heating/Hot Water,MANHATTAN,5593
2016-10,Heating/Hot Water,QUEENS,3070
2016-10,Heating/Hot Water,STATEN ISLAND,217
2016-10,Homeless/Shelter,BRONX,154
2016-10,Homeless/Shelter,BROOKLYN,346
2016-10,Homeless/Shelter,MANHATTAN,3349
2016-10,Homeless/Shelter,QUEENS,238
2016-10,Homeless/Shelter,STATEN ISLAND,24
2016-10,Plumbing,BRONX,1362
2016-10,Plumbing,BROOKLYN,1655
2016-10,Plumbing,MANHATTAN,1069
2016-10,Plumbing,QUEENS,774
2016-10,Plumbing,STATEN ISLAND,143
2016-10,Snow/Ice,STATEN ISLAND,1
2016-10,Water/Leak,BRONX,1499
2016-10,Water/Leak,BROOKLYN,2381
2016-10,Water/Leak,MANHATTAN,1489
2016-10,Water/Leak,QUEENS,1544
2016-10,Water/Leak,STATEN ISLAND,349
2016-10,Water/Leak,Unspecified,1
2016-11,Boilers,BRONX,27
2016-11,Boilers,BROOKLYN,49
2016-11,Boilers,MANHATTAN,36
2016-11,Boilers,QUEENS,32
2016-11,Boilers,STATEN ISLAND,5
2016-11,Heating/Hot Water,BRONX,8870
2016-11,Heating/Hot Water,BROOKLYN,9068
2016-11,Heating/Hot Water,MANHATTAN,6211
2016-11,Heating/Hot Water,QUEENS,4193
2016-11,Heating/Hot Water,STATEN ISLAND,254
2016-11,Homeless/Shelter,BRONX,99
2016-11,Homeless/Shelter,BROOKLYN,283
2016-11,Homeless/Shelter,MANHATTAN,2454
2016-11,Homeless/Shelter,QUEENS,143
2016-11,Homeless/Shelter,STATEN ISLAND,20
2016-11,Plumbing,BRONX,1614
2016-11,Plumbing,BROOKLYN,1554
2016-11,Plumbing,MANHATTAN,1158
2016-11,Plumbing,QUEENS,666
2016-11,Plumbing,STATEN ISLAND,107
2016-11,Snow/Ice,MANHATTAN,1
2016-11,Water/Leak,BRONX,1601
2016-11,Water/Leak,BROOKLYN,2129
2016-11,Water/Leak,MANHATTAN,1492
2016-11,Water/Leak,QUEENS,1439
2016-11,Water/Leak,STATEN ISLAND,475
2016-12,Boilers,BRONX,53
2016-12,Boilers,BROOKLYN,66
2016-12,Boilers,MANHATTAN,62
2016-12,Boilers,QUEENS,71
2016-12,Boilers,STATEN ISLAND,10
2016-12,Heating/Hot Water,BRONX,13846
2016-12,Heating/Hot Water,BROOKLYN,12955
2016-12,Heating/Hot Water,MANHATTAN,9262
2016-12,Heating/Hot Water,QUEENS,5734
2016-12,Heating/Hot Water,STATEN ISLAND,419
2016-12,Homeless/Shelter,BRONX,117
2016-12,Homeless/Shelter,BROOKLYN,283
2016-12,Homeless/Shelter,MANHATTAN,2357
2016-12,Homeless/Shelter,QUEENS,178
2016-12,Homeless/Shelter,STATEN ISLAND,18
2016-12,Plumbing,BRONX,2004
2016-12,Plumbing,BROOKLYN,1989
2016-12,Plumbing,MANHATTAN,1367
2016-12,Plumbing,QUEENS,703
2016-12,Plumbing,STATEN ISLAND,175
2016-12,Snow/Ice,BRONX,18
2016-12,Snow/Ice,BROOKLYN,31
2016-12,Snow/Ice,MANHATTAN,23
2016-12,Snow/Ice,QUEENS,30
2016-12,Snow/Ice,STATEN ISLAND,64
2016-12,Water/Leak,BRONX,1521
2016-12,Water/Leak,BROOKLYN,2077
2016-12,Water/Leak,MANHATTAN,1423
2016-12,Water/Leak,QUEENS,1653
2016-12,Water/Leak,STATEN ISLAND,500
2016-12,Water/Leak,Unspecified,2
2017-01,Boilers,BRONX,52
2017-01,Boilers,BROOKLYN,60
2017-01,Boilers,MANHATTAN,73
2017-01,Boilers,QUEENS,54
2017-01,Boilers,STATEN ISLAND,6
2017-01,Heating/Hot Water,BRONX,11602
2017-01,Heating/Hot Water,BROOKLYN,10587
2017-01,Heating/Hot Water,MANHATTAN,7180
2017-01,Heating/Hot Water,QUEENS,4537
2017-01,Heating/Hot Water,STATEN ISLAND,292
2017-01,Homeless/Shelter,BRONX,58
2017-01,Homeless/Shelter,BROOKLYN,140
2017-01,Homeless/Shelter,MANHATTAN,1704
2017-01,Homeless/Shelter,QUEENS,122
2017-01,Homeless/Shelter,STATEN ISLAND,12
2017-01,Homeless/Shelter,Unspecified,2
2017-01,Plumbing,BRONX,1965
2017-01,Plumbing,BROOKLYN,1957
2017-01,Plumbing,MANHATTAN,1349
2017-01,Plumbing,QUEENS,735
2017-01,Plumbing,STATEN ISLAND,124
2017-01,Snow/Ice,BRONX,157
2017-01,Snow/Ice,BROOKLYN,844
2017-01,Snow/Ice,MANHATTAN,165
2017-01,Snow/Ice,QUEENS,602
2017-01,Snow/Ice,STATEN ISLAND,195
2017-01,Water/Leak,BRONX,1630
2017-01,Water/Leak,BROOKLYN,3272
2017-01,Water/Leak,MANHATTAN,1672
2017-01,Water/Leak,QUEENS,1706
2017-01,Water/Leak,STATEN ISLAND,465
2017-02,Boilers,BRONX,39
2017-02,Boilers,BROOKLYN,64
2017-02,Boilers,MANHATTAN,38
2017-02,Boilers,QUEENS,47
2017-02,Boilers,STATEN ISLAND,3
2017-02,Heating/Hot Water,BRONX,7877
2017-02,Heating/Hot Water,BROOKLYN,7135
2017-02,Heating/Hot Water,MANHATTAN,5004
2017-02,Heating/Hot Water,QUEENS,3182
2017-02,Heating/Hot Water,STATEN ISLAND,205
2017-02,Homeless/Shelter,BRONX,70
2017-02,Homeless/Shelter,BROOKLYN,126
2017-02,Homeless/Shelter,MANHATTAN,1430
2017-02,Homeless/Shelter,QUEENS,95
2017-02,Homeless/Shelter,STATEN ISLAND,7
2017-02,Plumbing,BRONX,1551
2017-02,Plumbing,BROOKLYN,1522
2017-02,Plumbing,MANHATTAN,1125
2017-02,Plumbing,QUEENS,491
2017-02,Plumbing,STATEN ISLAND,91
2017-02,Snow/Ice,BRONX,301
2017-02,Snow/Ice,BROOKLYN,803
2017-02,Snow/Ice,MANHATTAN,229
2017-02,Snow/Ice,QUEENS,736
2017-02,Snow/Ice,STATEN ISLAND,180
2017-02,Water/Leak,BRONX,1208
2017-02,Water/Leak,BROOKLYN,3242
2017-02,Water/Leak,MANHATTAN,1174
2017-02,Water/Leak,QUEENS,1347
2017-02,Water/Leak,STATEN ISLAND,497
2017-03,Boilers,BRONX,18
2017-03,Boilers,BROOKLYN,42
2017-03,Boilers,MANHATTAN,29
2017-03,Boilers,QUEENS,27
2017-03,Boilers,STATEN ISLAND,4
2017-03,Heating/Hot Water,BRONX,11025
2017-03,Heating/Hot Water,BROOKLYN,9332
2017-03,Heating/Hot Water,MANHATTAN,6573
2017-03,Heating/Hot Water,QUEENS,4031
2017-03,Heating/Hot Water,STATEN ISLAND,286
2017-03,Homeless/Shelter,BRONX,54
2017-03,Homeless/Shelter,BROOKLYN,181
2017-03,Homeless/Shelter,MANHATTAN,1376
2017-03,Homeless/Shelter,QUEENS,119
2017-03,Homeless/Shelter,STATEN ISLAND,14
2017-03,Plumbing,BRONX,1537
2017-03,Plumbing,BROOKLYN,1592
2017-03,Plumbing,MANHATTAN,1100
2017-03,Plumbing,QUEENS,634
2017-03,Plumbing,STATEN ISLAND,113
2017-03,Snow/Ice,BRONX,764
2017-03,Snow/Ice,BROOKLYN,2301
2017-03,Snow/Ice,MANHATTAN,808
2017-03,Snow/Ice,QUEENS,2151
2017-03,Snow/Ice,STATEN ISLAND,854
2017-03,Water/Leak,BRONX,1437
2017-03,Water/Leak,BROOKLYN,2163
2017-03,Water/Leak,MANHATTAN,1206
2017-03,Water/Leak,QUEENS,1513
2017-03,Water/Leak,STATEN ISLAND,323
2017-03,Water/Leak,Unspecified,1
2017-04,Boilers,BRONX,20
2017-04,Boilers,BROOKLYN,14
2017-04,Boilers,MANHATTAN,28
2017-04,Boilers,QUEENS,24
2017-04,Boilers,STATEN ISLAND,5
2017-04,Heating/Hot Water,BRONX,3417
2017-04,Heating/Hot Water,BROOKLYN,3173
2017-04,Heating/Hot Water,MANHATTAN,2630
2017-04,Heating/Hot Water,QUEENS,1425
2017-04,Heating/Hot Water,STATEN ISLAND,95
2017-04,Homeless/Shelter,BRONX,76
2017-04,Homeless/Shelter,BROOKLYN,281
2017-04,Homeless/Shelter,MANHATTAN,2732
2017-04,Homeless/Shelter,QUEENS,182
2017-04,Homeless/Shelter,STATEN ISLAND,14
2017-04,Plumbing,BRONX,1369
2017-04,Plumbing,BROOKLYN,1423
2017-04,Plumbing,MANHATTAN,894
2017-04,Plumbing,QUEENS,480
2017-04,Plumbing,STATEN ISLAND,113
2017-04,Water/Leak,BRONX,1468
2017-04,Water/Leak,BROOKLYN,2313
2017-04,Water/Leak,MANHATTAN,1071
2017-04,Water/Leak,QUEENS,1943
2017-04,Water/Leak,STATEN ISLAND,600
2017-04,Water/Leak,Unspecified,1
2017-05,Boilers,BRONX,6
2017-05,Boilers,BROOKLYN,24
2017-05,Boilers,MANHATTAN,31
2017-05,Boilers,QUEENS,35
2017-05,Boilers,STATEN ISLAND,2
2017-05,Heating/Hot Water,BRONX,2193
2017-05,Heating/Hot Water,BROOKLYN,2348
2017-05,Heating/Hot Water,MANHATTAN,1808
2017-05,Heating/Hot Water,QUEENS,1089
2017-05,Heating/Hot Water,STATEN ISLAND,122
2017-05,Homeless/Shelter,BRONX,87
2017-05,Homeless/Shelter,BROOKLYN,353
2017-05,Homeless/Shelter,MANHATTAN,1849
2017-05,Homeless/Shelter,QUEENS,145
2017-05,Homeless/Shelter,STATEN ISLAND,13
2017-05,Homeless/Shelter,Unspecified,4
2017-05,Plumbing,BRONX,1473
2017-05,Plumbing,BROOKLYN,1390
2017-05,Plumbing,MANHATTAN,953
2017-05,Plumbing,QUEENS,537
2017-05,Plumbing,STATEN ISLAND,133
2017-05,Snow/Ice,BROOKLYN,2
2017-05,Water/Leak,BRONX,1621
2017-05,Water/Leak,BROOKLYN,2636
2017-05,Water/Leak,MANHATTAN,1445
2017-05,Water/Leak,QUEENS,2290
2017-05,Water/Leak,STATEN ISLAND,592
2017-06,Boilers,BRONX,6
2017-06,Boilers,BROOKLYN,16
2017-06,Boilers,MANHATTAN,12
2017-06,Boilers,QUEENS,18
2017-06,Boilers,STATEN ISLAND,3
2017-06,Heating/Hot Water,BRONX,815
2017-06,Heating/Hot Water,BROOKLYN,1145
2017-06,Heating/Hot Water,MANHATTAN,874
2017-06,Heating/Hot Water,QUEENS,344
2017-06,Heating/Hot Water,STATEN ISLAND,52
2017-06,Homeless/Shelter,BRONX,105
2017-06,Homeless/Shelter,BROOKLYN,458
2017-06,Homeless/Shelter,MANHATTAN,1401
2017-06,Homeless/Shelter,QUEENS,203
2017-06,Homeless/Shelter,STATEN ISLAND,26
2017-06,Plumbing,BRONX,1338
2017-06,Plumbing,BROOKLYN,1391
2017-06,Plumbing,MANHATTAN,853
2017-06,Plumbing,QUEENS,822
2017-06,Plumbing,STATEN ISLAND,106
2017-06,Water/Leak,BRONX,2602
2017-06,Water/Leak,BROOKLYN,2935
2017-06,Water/Leak,MANHATTAN,1803
2017-06,Water/Leak,QUEENS,2768
2017-06,Water/Leak,STATEN ISLAND,441
2017-07,Boilers,BRONX,7
2017-07,Boilers,BROOKLYN,17
2017-07,Boilers,MANHATTAN,10
2017-07,Boilers,QUEENS,11
2017-07,Boilers,STATEN ISLAND,1
2017-07,Heating/Hot Water,BRONX,724
2017-07,Heating/Hot Water,BROOKLYN,854
2017-07,Heating/Hot Water,MANHATTAN,640
2017-07,Heating/Hot Water,QUEENS,320
2017-07,Heating/Hot Water,STATEN ISLAND,37
2017-07,Homeless/Shelter,BRONX,132
2017-07,Homeless/Shelter,BROOKLYN,645
2017-07,Homeless/Shelter,MANHATTAN,1754
2017-07,Homeless/Shelter,QUEENS,240
2017-07,Homeless/Shelter,STATEN ISLAND,32
2017-07,Homeless/Shelter,Unspecified,2
2017-07,Plumbing,BRONX,1231
2017-07,Plumbing,BROOKLYN,1435
2017-07,Plumbing,MANHATTAN,858
2017-07,Plumbing,QUEENS,682
2017-07,Plumbing,STATEN ISLAND,122
2017-07,Water/Leak,BRONX,3181
2017-07,Water/Leak,BROOKLYN,3449
2017-07,Water/Leak,MANHATTAN,2122
2017-07,Water/Leak,QUEENS,2306
2017-07,Water/Leak,STATEN ISLAND,367
2017-08,Boilers,BRONX,10
2017-08,Boilers,BROOKLYN,15
2017-08,Boilers,MANHATTAN,12
2017-08,Boilers,QUEENS,20
2017-08,Heating/Hot Water,BRONX,720
2017-08,Heating/Hot Water,BROOKLYN,856
2017-08,Heating/Hot Water,MANHATTAN,574
2017-08,Heating/Hot Water,QUEENS,270
2017-08,Heating/Hot Water,STATEN ISLAND,59
2017-08,Homeless/Shelter,BRONX,209
2017-08,Homeless/Shelter,BROOKLYN,605
2017-08,Homeless/Shelter,MANHATTAN,1731
2017-08,Homeless/Shelter,QUEENS,261
2017-08,Homeless/Shelter,STATEN ISLAND,30
2017-08,Plumbing,BRONX,1493
2017-08,Plumbing,BROOKLYN,1639
2017-08,Plumbing,MANHATTAN,941
2017-08,Plumbing,QUEENS,596
2017-08,Plumbing,STATEN ISLAND,119
2017-08,Water/Leak,BRONX,1892
2017-08,Water/Leak,BROOKLYN,2934
2017-08,Water/Leak,MANHATTAN,1439
2017-08,Water/Leak,QUEENS,1738
2017-08,Water/Leak,STATEN ISLAND,397
2017-08,Water/Leak,Unspecified,1
2017-09,Boilers,BRONX,11
2017-09,Boilers,BROOKLYN,22
2017-09,Boilers,MANHATTAN,16
2017-09,Boilers,QUEENS,8
2017-09,Boilers,STATEN ISLAND,2
2017-09,Heating/Hot Water,BRONX,689
2017-09,Heating/Hot Water,BROOKLYN,895
2017-09,Heating/Hot Water,MANHATTAN,571
2017-09,Heating/Hot Water,QUEENS,374
2017-09,Heating/Hot Water,STATEN ISLAND,40
2017-09,Homeless/Shelter,BRONX,161
2017-09,Homeless/Shelter,BROOKLYN,490
2017-09,Homeless/Shelter,MANHATTAN,1790
2017-09,Homeless/Shelter,QUEENS,312
2017-09,Homeless/Shelter,STATEN ISLAND,27
2017-09,Plumbing,BRONX,1265
2017-09,Plumbing,BROOKLYN,1391
2017-09,Plumbing,MANHATTAN,787
2017-09,Plumbing,QUEENS,550
2017-09,Plumbing,STATEN ISLAND,79
2017-09,Water/Leak,BRONX,1468
2017-09,Water/Leak,BROOKLYN,2020
2017-09,Water/Leak,MANHATTAN,1143
2017-09,Water/Leak,QUEENS,1553
2017-09,Water/Leak,STATEN ISLAND,468
2017-10,Boilers,BRONX,21
2017-10,Boilers,BROOKLYN,32
2017-10,Boilers,MANHATTAN,22
2017-10,Boilers,QUEENS,19
2017-10,Boilers,STATEN ISLAND,3
2017-10,Heating/Hot Water,BRONX,2715
2017-10,Heating/Hot Water,BROOKLYN,3348
2017-10,Heating/Hot Water,MANHATTAN,2503
2017-10,Heating/Hot Water,QUEENS,1588
2017-10,Heating/Hot Water,STATEN ISLAND,127
2017-10,Homeless/Shelter,BRONX,177
2017-10,Homeless/Shelter,BROOKLYN,446
2017-10,Homeless/Shelter,MANHATTAN,2102
2017-10,Homeless/Shelter,QUEENS,260
2017-10,Homeless/Shelter,STATEN ISLAND,31
2017-10,Plumbing,BRONX,1502
2017-10,Plumbing,BROOKLYN,1679
2017-10,Plumbing,MANHATTAN,855
2017-10,Plumbing,QUEENS,693
2017-10,Plumbing,STATEN ISLAND,92
2017-10,Water/Leak,BRONX,1345
2017-10,Water/Leak,BROOKLYN,2157
2017-10,Water/Leak,MANHATTAN,1460
2017-10,Water/Leak,QUEENS,1701
2017-10,Water/Leak,STATEN ISLAND,535
2017-11,Boilers,BRONX,52
2017-11,Boilers,BROOKLYN,55
2017-11,Boilers,MANHATTAN,52
2017-11,Boilers,QUEENS,36
2017-11,Boilers,STATEN ISLAND,5
2017-11,Heating/Hot Water,BRONX,11399
2017-11,Heating/Hot Water,BROOKLYN,12127
2017-11,Heating/Hot Water,MANHATTAN,7954
2017-11,Heating/Hot Water,QUEENS,5898
2017-11,Heating/Hot Water,STATEN ISLAND,312
2017-11,Homeless/Shelter,BRONX,102
2017-11,Homeless/Shelter,BROOKLYN,319
2017-11,Homeless/Shelter,MANHATTAN,1313
2017-11,Homeless/Shelter,QUEENS,191
2017-11,Homeless/Shelter,STATEN ISLAND,15
2017-11,Plumbing,BRONX,1542
2017-11,Plumbing,BROOKLYN,1677
2017-11,Plumbing,MANHATTAN,931
2017-11,Plumbing,QUEENS,632
